geohash6,day,timestamp,demand
qp02z9,1,0:30,0.022022011976
qp02z9,1,1:0,0.0839466628911
qp02z9,1,1:15,0.0450828539486
qp02z9,1,1:45,0.00363057277335
qp02z9,1,2:0,0.045931063345
qp02z9,1,2:15,0.019862601659
qp02z9,1,4:0,0.00980881226747
qp02z9,1,6:0,0.0124595940826
qp02z9,1,8:45,0.037088438249
qp02z9,1,9:0,0.0897791215563
qp02z9,1,9:15,0.0184745633591
qp02z9,1,9:30,0.00310009023111
qp02z9,1,10:0,0.0257276510867
qp02z9,1,10:15,0.042686428981
qp02z9,1,11:0,0.00281353102156
qp02z9,1,11:30,0.0527211153159
qp02z9,1,12:15,0.00100516316676
qp02z9,1,13:15,0.00110016844003
qp02z9,2,0:45,0.0293241970545
qp02z9,2,2:30,0.0106730800432
qp02z9,2,4:0,0.00722011412074
qp02z9,2,4:15,0.0318856180769
qp02z9,2,5:0,0.0391512887094
qp02z9,2,7:15,0.0511401881174
qp02z9,2,8:15,0.00844134357612
qp02z9,2,9:30,0.0277024989414
qp02z9,2,9:45,0.00572350019575
qp02z9,2,10:0,0.0179994725628
qp02z9,2,10:45,0.042540473937
qp02z9,2,11:0,0.0138276652594
qp02z9,2,23:30,0.00487637284899
qp02z9,3,0:45,0.0026430318336
qp02z9,3,1:0,0.0543282397826
qp02z9,3,1:15,0.041679579827
qp02z9,3,2:30,0.00109968810488
qp02z9,3,3:45,0.0416307174681
qp02z9,3,6:0,0.0283288216396
qp02z9,3,6:30,0.00711819446584
qp02z9,3,6:45,0.0162965365766
qp02z9,3,7:30,0.00413304135691
qp02z9,3,8:15,0.00442466857976
qp02z9,3,9:0,0.0020130923976
qp02z9,3,9:15,0.0464101283951
qp02z9,4,1:45,0.0100183992544
qp02z9,4,2:15,0.00956710274353
qp02z9,4,2:30,0.00541320698635
qp02z9,4,3:0,0.0067017710826
qp02z9,4,4:0,0.000286400231847
qp02z9,4,9:45,0.012625057069
qp02z9,4,11:0,0.000576727384103
qp02z9,4,11:45,0.00262483004111
qp02z9,4,12:0,0.0520981925652
qp02z9,5,3:0,0.0520886671349
qp02z9,5,3:15,0.010637522584
qp02z9,5,3:30,0.012559131861
qp02z9,5,3:45,0.0280823864298
qp02z9,5,4:0,0.00472195140525
qp02z9,5,5:15,0.0338724850226
qp02z9,5,5:30,0.0207292589317
qp02z9,5,5:45,0.0539740679962
qp02z9,5,6:45,0.0277906255779
qp02z9,5,7:0,0.0466334507272
qp02z9,5,7:15,0.0139355969091
qp02z9,5,8:0,0.00248126850791
qp02z9,5,8:15,0.00219168050616
qp02z9,5,8:30,0.0275469444479
qp02z9,5,8:45,0.0581392532171
qp02z9,5,10:15,0.04361894436
qp02z9,5,10:30,0.0351404494507
qp02z9,5,10:45,0.022408795075
qp02z9,5,11:15,0.00882260976075
qp02z9,5,12:0,0.0179216432236
qp02z9,5,13:0,0.0282125558082
qp02z9,6,1:0,0.0521475691213
qp02z9,6,1:15,0.00986367424137
qp02z9,6,1:30,0.0240702068462
qp02z9,6,2:0,0.016021271486
qp02z9,6,2:30,0.00720459264161
qp02z9,6,4:15,0.00562856409331
qp02z9,6,4:30,0.00411914283049
qp02z9,6,5:0,0.0110423537481
qp02z9,6,5:15,0.0175856231702
qp02z9,6,5:30,0.036587042649
qp02z9,6,6:0,0.000150805575597
qp02z9,6,6:45,0.0435624329691
qp02z9,6,7:0,0.00278216845687
qp02z9,6,7:15,0.0111627828892
qp02z9,6,7:45,0.00768751183716
qp02z9,6,8:0,0.0361207948975
qp02z9,6,8:15,0.0698588615992
qp02z9,6,8:30,0.0932342358724
qp02z9,6,8:45,0.00959640071293
qp02z9,6,9:0,0.0122445508727
qp02z9,6,10:0,0.0335221752754
qp02z9,6,10:15,0.00629372449094
qp02z9,6,12:30,0.0438227089162
qp02z9,6,12:45,0.00711735143331
qp02z9,6,13:15,0.00311297799106
qp02z9,7,0:0,0.018093725395
qp02z9,7,1:0,0.00399682788807
qp02z9,7,1:15,0.00482222217578
qp02z9,7,4:30,0.00128793762652
qp02z9,7,5:0,0.00353642400048
qp02z9,7,5:30,0.00316809255438
qp02z9,7,6:0,0.0742163499879
qp02z9,7,6:30,0.00677960998484
qp02z9,7,6:45,0.00759248000492
qp02z9,7,7:30,0.0295534670275
qp02z9,7,8:15,0.0090997188584
qp02z9,7,8:45,0.0388623629902
qp02z9,7,9:0,0.0175409409614
qp02z9,7,10:45,0.00463511860218
qp02z9,7,11:0,0.0403973614522
qp02z9,7,11:30,0.0248851626875
qp02z9,7,12:45,0.00254901519508
qp02z9,7,13:0,0.0240060244951
qp02z9,7,23:45,0.0107133358012
qp02z9,8,0:15,0.00483272202111
qp02z9,8,0:45,0.0112401288047
qp02z9,8,1:45,0.0456331757852
qp02z9,8,2:15,0.00910207312358
qp02z9,8,2:30,0.0250319566438
qp02z9,8,4:0,0.012549086221
qp02z9,8,4:15,0.0308083475622
qp02z9,8,4:30,0.00864396193447
qp02z9,8,4:45,0.00709941820423
qp02z9,8,5:0,0.00282307670953
qp02z9,8,5:45,0.00529418987143
qp02z9,8,6:30,0.00812203512686
qp02z9,8,6:45,0.0130714197428
qp02z9,8,7:0,0.0226852691874
qp02z9,8,9:15,0.00809321410407
qp02z9,8,9:30,0.0360470611241
qp02z9,8,9:45,0.00692614996477
qp02z9,8,11:45,0.00356355007823
